,Gemeindekennziffer,Gemeindename,Gemeindecode,Status,PLZ des Gem.Amtes,weitere Postleitzahlen,Einwohner,Arbeitsstätten,Beschäftigte,Alter,Einkommen,Erbwerbstätige (15-64),Grundstückspreise,Anzahl an Ehepaaren,Anzahl der Kinder
332,30533,Sonntagberg,30533,M,3332,3331 3333 3340,3763,0.05607228275312251,0.500664363539729,44.72,39.179,0.4942864735583311,62.5,0.22083444060589955,1.65
333,30534,Strengberg,30534,M,3314,3354,2117,0.09872461029759093,0.26783183750590456,41.99,40.047,0.5238545111006141,59.1,0.22295701464336326,1.71
334,30536,Viehdorf,30536,,3322,,1361,0.0881704628949302,0.23806024981631155,43.09,38.707,0.49448934606906686,46.6,0.2204261572373255,1.72
335,30538,Wallsee-Sindelburg,30538,M,3313,,2194,0.08523245214220601,0.288514129443938,43.37,41.961,0.46809480401093895,73.2,0.21103008204193255,1.76
336,30539,Weistrach,30539,,3351,,2278,0.08911325724319578,0.291044776119403,41.82,41.429,0.5333625987708516,59.8,0.22080772607550483,1.79
337,30541,Winklarn,30541,,3300,3363,1843,0.08030385241454151,0.18556701030927836,41.28,41.841,0.5122083559413999,68.8,0.20564297341291374,1.68
338,30542,Wolfsbach,30542,M,3354,3314,2062,0.0950533462657614,0.2376333656644035,40.86,41.087,0.5281280310378274,34.2,0.21144519883608148,1.79
339,30543,Ybbsitz,30543,M,3341,3340,3378,0.14002368265245707,0.5704558910597987,43.7,38.866,0.5269390171699231,54.1,0.22646536412078153,1.83
340,30544,Zeillern,30544,M,3311,,1876,0.07782515991471216,0.20309168443496803,41.1,39.497,0.5346481876332623,57.7,0.22334754797441364,1.79
341,30601,Alland,30601,M,2534,2500 2532 2533 2565,2606,0.11089792785878741,0.36377590176515734,45.45,45.869,0.49693016116653876,167.8,0.19416730621642364,1.54
342,30602,Altenmarkt an der Triesting,30602,M,2571,2564 2565 2572,2067,0.09482341557813256,0.2636671504596033,44.38,44.131,0.47073052733430093,105.7,0.19835510401548137,1.67
343,30603,Bad Vöslau,30603,ST,2540,,12312,0.0781351526965562,0.30782975958414555,44.76,46.815,0.45435347628330086,312.3,0.19062703053931124,1.62
344,30604,Baden,30604,ST,2500,,25817,0.10659642870976488,0.5416198628810474,46.78,49.881,0.44579153271100436,461.2,0.18329008017972653,1.62
345,30605,Berndorf,30605,ST,2560,,9076,0.06831203173204055,0.3667915381225209,44.21,42.267,0.4529528426619656,136.4,0.20229175848391362,1.66
346,30607,Ebreichsdorf,30607,ST,2483,2442,11422,0.0777447032043425,0.30616354403782176,41.97,46.517,0.4824023813692873,176.4,0.20828226230082297,1.61
347,30608,Enzesfeld-Lindabrunn,30608,M,2551,2544 2552,4227,0.09131771942275846,0.3621954104565886,44.87,46.891,0.47859001656020816,170.5,0.19966879583629052,1.55
348,30609,Furth an der Triesting,30609,,2564,,865,0.09942196531791908,0.19421965317919074,42.68,40.343,0.5445086705202312,105.7,0.2184971098265896,1.74
349,30612,Günselsdorf,30612,M,2525,,1697,0.07424867413081909,0.3600471420153212,44.84,42.245,0.5232763700648203,158.8,0.2009428403064231,1.44
350,30613,Heiligenkreuz,30613,,2532,2500 2534,1532,0.09399477806788512,0.3198433420365535,45.0,53.296,0.4471279373368146,223.7,0.19255874673629242,1.57
351,30614,Hernstein,30614,M,2560,,1567,0.10082961072112316,0.18889597957881302,45.54,51.72,0.4958519463943842,129.8,0.22782386726228462,1.56
352,30615,Hirtenberg,30615,M,2552,,2565,0.05185185185185185,0.42066276803118907,42.75,39.506,0.41208576998050683,170.5,0.1727095516569201,1.67
353,30616,Klausen-Leopoldsdorf,30616,,2533,3033 3053,1707,0.07791446983011131,0.16403046280023434,42.49,44.051,0.5418863503222027,131.1,0.19449326303456357,1.55
354,30618,Kottingbrunn,30618,M,2542,2540,7303,0.06873887443516363,0.40722990551828014,44.95,45.313,0.48952485280021907,212.5,0.21949883609475557,1.56
355,30620,Leobersdorf,30620,M,2544,,4946,0.10513546300040437,0.5950262838657501,42.26,40.835,0.4943388596845936,170.5,0.18985038414880712,1.65
356,30621,Mitterndorf an der Fischa,30621,,2441,2440,2951,0.04439173161640122,0.09318874957641478,38.24,42.69,0.4998305659098611,133.9,0.19010504913588613,1.63
357,30623,Oberwaltersdorf,30623,M,2522,,4856,0.08299011532125206,0.26688632619439867,41.56,52.661,0.500823723228995,341.2,0.19892915980230644,1.58
358,30625,Pfaffstätten,30625,M,2511,,3577,0.08386916410399776,0.21889851831143417,43.1,54.691,0.4953871959742801,407.0,0.21414593234554097,1.69
359,30626,Pottendorf,30626,M,2486,2485,7322,0.061458617863971596,0.20813985249931713,42.81,44.584,0.46517344987708276,192.6,0.20308658836383503,1.6
360,30627,Pottenstein,30627,M,2563,2564,2889,0.0695742471443406,0.2980269989615784,44.19,40.941,0.48251990308065074,129.8,0.20422291450328833,1.59
361,30629,Reisenberg,30629,M,2440,2452,1750,0.07485714285714286,0.23142857142857143,43.9,44.366,0.5085714285714286,113.7,0.212,1.54
362,30631,Schönau an der Triesting,30631,,2525,2544 2602,2137,0.06036499766027141,0.3172671970051474,42.69,46.024,0.5212915301824989,158.8,0.20308844174075807,1.61
363,30633,Seibersdorf,30633,M,2443,2444,1529,0.09483322432962721,0.5454545454545454,43.97,44.464,0.5049051667756703,104.0,0.21386527141922826,1.59
364,30635,Sooß,30635,M,2504,,1042,0.14875239923224567,0.4472168905950096,45.29,44.794,0.4904030710172745,312.3,0.22168905950095968,1.57
365,30636,Tattendorf,30636,,2523,,1440,0.11458333333333333,0.3819444444444444,43.76,49.138,0.5097222222222222,158.8,0.20277777777777778,1.57
366,30637,Teesdorf,30637,M,2524,,1805,0.07091412742382272,0.3894736842105263,42.22,44.526,0.5573407202216066,158.8,0.20609418282548475,1.59
367,30639,Traiskirchen,30639,ST,2514,2512,18774,0.08112282944497709,0.4096090337701076,42.77,43.605,0.5045808032385214,235.5,0.2036326834984553,1.59
368,30641,Trumau,30641,M,2521,,3718,0.06616460462614308,0.39483593329747174,41.93,46.417,0.5104895104895105,234.0,0.20118343195266272,1.61
369,30645,Weissenbach an der Triesting,30645,M,2564,2565 2571,1723,0.08357515960533952,0.5484619849100406,43.65,41.502,0.5043528728961114,105.7,0.1868833430063842,1.62
370,30646,Blumau-Neurißhof,30646,,2602,,1891,0.05182443151771549,0.13167636171337915,42.67,41.739,0.49127445795875196,158.8,0.19619249074563722,1.57
371,30701,Au am Leithaberge,30701,M,2451,,951,0.08096740273396424,0.22818086225026288,45.41,40.8,0.5236593059936908,73.5,0.2302839116719243,1.57
372,30702,Bad Deutsch-Altenburg,30702,M,2405,,1906,0.06558237145855195,0.30902413431269676,43.34,41.702,0.4260230849947534,122.2,0.17995802728226654,1.61
373,30703,Berg,30703,,2413,,914,0.07330415754923414,0.14442013129102846,42.28,43.774,0.3435448577680525,134.8,0.20459518599562362,1.61
374,30704,Bruck an der Leitha,30704,ST,2460,2462,8153,0.10352017662210229,0.5861646019869986,44.27,44.205,0.4448669201520912,172.7,0.1964920888016681,1.59
375,30706,Enzersdorf an der Fischa,30706,M,2431,2433,3422,0.06867329047340737,0.3892460549386324,43.59,45.554,0.47954412624196374,115.5,0.21069549970777324,1.53
376,30708,Göttlesbrunn-Arbesthal,30708,,2464,,1450,0.12206896551724138,0.44,44.35,47.662,0.4993103448275862,110.0,0.2317241379310345,1.6
377,30709,Götzendorf an der Leitha,30709,M,2434,2435,2147,0.06520726595249185,0.2184443409408477,43.47,44.556,0.48672566371681414,101.5,0.21006054960409873,1.68
378,30710,Hainburg a.d. Donau,30710,ST,2410,,6975,0.06351254480286739,0.3010752688172043,42.08,41.635,0.35053763440860214,127.2,0.18681003584229391,1.75
379,30711,Haslau-Maria Ellend,30711,,2402,,2035,0.06486486486486487,0.142014742014742,41.58,49.802,0.5085995085995086,171.0,0.2221130221130221,1.64
380,30712,Höflein,30712,,2465,,1232,0.09821428571428571,0.2362012987012987,43.42,44.379,0.5300324675324676,98.1,0.23133116883116883,1.7
381,30713,Hof am Leithaberge,30713,M,2451,,1592,0.08793969849246232,0.4007537688442211,43.62,44.849,0.4943467336683417,73.5,0.20979899497487436,1.67
382,30715,Hundsheim,30715,,2405,,641,0.0717628705148206,0.12012480499219969,45.01,41.228,0.43837753510140404,91.7,0.19500780031201248,1.45
383,30716,Mannersdorf am Leithagebirge,30716,ST,2452,2434,4110,0.06763990267639902,0.27007299270072993,43.34,42.688,0.4800486618004866,129.1,0.2116788321167883,1.69
384,30718,Petronell-Carnuntum,30718,M,2404,,1269,0.07486209613869188,0.272655634357762,45.25,46.755,0.4523246650906225,96.1,0.20567375886524822,1.5
385,30719,Prellenkirchen,30719,M,2472,2471 2473,1620,0.09074074074074075,0.17407407407407408,44.5,44.728,0.458641975308642,91.7,0.22407407407407406,1.63
386,30721,Rohrau,30721,M,2471,,1639,0.10006101281269067,0.24527150701647346,42.74,43.522,0.4935936546674802,51.1,0.20683343502135448,1.62
387,30722,Scharndorf,30722,,2403,,1203,0.08063175394846218,0.16541978387364922,45.72,49.96,0.4929343308395677,98.1,0.2119700748129676,1.6
388,30724,Sommerein,30724,M,2453,2434,2103,0.06371849738468854,0.439847836424156,43.51,45.871,0.4897765097479791,72.5,0.20970042796005706,1.55
389,30726,Trautmannsdorf an der Leitha,30726,M,2454,2463,3005,0.09051580698835275,0.21797004991680533,44.81,44.121,0.4868552412645591,104.7,0.21064891846921796,1.52
390,30728,Wolfsthal,30728,,2412,,1176,0.058673469387755105,0.1989795918367347,39.88,42.346,0.32482993197278914,139.6,0.19387755102040816,1.78
391,30729,Ebergassing,30729,,2435,,4006,0.054418372441337994,0.30254618072890666,42.4,43.73,0.48776834747878184,155.7,0.21492760858711932,1.59
392,30730,Fischamend,30730,ST,2401,,5578,0.060415919684474725,0.42685550376479026,43.14,45.307,0.5161348153460021,241.1,0.18339906776622444,1.52
393,30731,Gramatneusiedl,30731,M,2440,2441,3639,0.04836493542181918,0.14591920857378401,38.82,45.023,0.49189337730145644,219.3,0.2025281670788678,1.67
394,30732,Himberg,30732,M,2325,,7569,0.07715682388690712,0.4098295679746334,43.81,47.205,0.48553309552120494,321.7,0.19711983088915314,1.56
395,30733,Klein-Neusiedl,30733,,2431,,970,0.05463917525773196,0.2443298969072165,43.09,41.379,0.44432989690721647,115.5,0.18453608247422681,1.55
396,30734,Lanzendorf,30734,,2326,,1905,0.05931758530183727,0.3753280839895013,42.67,47.705,0.5233595800524934,305.1,0.2152230971128609,1.57
397,30735,Leopoldsdorf,30735,M,2333,,5250,0.08076190476190476,0.45295238095238094,42.64,53.068,0.5253333333333333,437.1,0.2099047619047619,1.56
398,30736,Maria-Lanzendorf,30736,,2326,,2156,0.06679035250463822,0.6363636363636364,45.3,45.84,0.4605751391465677,305.1,0.20408163265306123,1.6
399,30737,Moosbrunn,30737,,2440,2441,1778,0.06355455568053993,0.19122609673790777,43.76,45.632,0.5219347581552306,194.7,0.21541057367829022,1.54
400,30738,Rauchenwarth,30738,,2320,,775,0.0967741935483871,0.2593548387096774,40.57,44.496,0.5393548387096774,181.4,0.19483870967741934,1.58
401,30739,Schwadorf,30739,M,2432,,2220,0.06846846846846846,3.186036036036036,40.9,42.539,0.5171171171171172,168.6,0.19864864864864865,1.67
402,30740,Schwechat,30740,ST,2320,1300,20375,0.13339877300613498,1.5312883435582823,41.75,42.71,0.44642944785276073,305.8,0.1634355828220859,1.54
403,30741,Zwölfaxing,30741,,2322,,1743,0.07114170969592656,0.51061388410786,43.58,46.565,0.5100401606425703,305.8,0.21858864027538727,1.59
404,30801,Aderklaa,30801,,2232,,198,0.2727272727272727,1.121212121212121,42.36,42.602,0.6060606060606061,125.3,0.16161616161616163,1.63
405,30802,Andlersdorf,30802,,2301,,127,0.13385826771653545,0.2755905511811024,46.88,44.263,0.5433070866141733,132.3,0.2677165354330709,1.79
406,30803,Angern an der March,30803,M,2261,2252 2262,3436,0.06461001164144353,0.18277066356228172,44.42,43.594,0.4455762514551804,39.0,0.2139115250291036,1.59
407,30804,Auersthal,30804,M,2214,,1930,0.08704663212435233,0.3238341968911917,44.13,44.381,0.4989637305699482,113.6,0.22487046632124352,1.6
408,30805,Bad Pirawarth,30805,M,2222,,1774,0.06426155580608793,0.37767756482525366,43.93,43.758,0.4503945885005637,82.3,0.20462232243517475,1.62
409,30808,Deutsch-Wagram,30808,ST,2232,,9018,0.06642271013528499,0.3000665335994677,42.31,45.813,0.49600798403193613,294.3,0.19860279441117765,1.64
410,30810,Drösing,30810,M,2265,,1106,0.06238698010849909,0.14466546112115733,47.35,43.15,0.45750452079566006,35.9,0.21880650994575046,1.49
411,30811,Dürnkrut,30811,M,2263,,2250,0.056,0.21911111111111112,45.01,42.93,0.4617777777777778,32.2,0.20977777777777779,1.58
412,30812,Ebenthal,30812,M,2251,,903,0.05537098560354374,0.11406423034330011,43.67,43.357,0.4994462901439646,32.2,0.22148394241417496,1.63
413,30813,Eckartsau,30813,M,2305,2304,1353,0.09608277900960828,0.22985957132298596,44.13,40.376,0.4781966001478197,57.5,0.2032520325203252,1.55
414,30814,Engelhartstetten,30814,M,2292,2294,2093,0.11084567606306736,0.3220258002866698,43.85,41.559,0.482560917343526,57.5,0.21070234113712374,1.59
415,30817,Gänserndorf,30817,ST,2230,,11832,0.08375591615956728,0.45977011494252873,41.37,43.65,0.4761663286004057,157.4,0.19219066937119675,1.7
416,30819,Glinzendorf,30819,,2282,2280,329,0.1519756838905775,0.7325227963525835,41.28,44.32,0.46808510638297873,238.8,0.2006079027355623,1.71
417,30821,Groß-Enzersdorf,30821,ST,2301,,11740,0.07001703577512777,0.32862010221465077,42.31,47.784,0.484923339011925,232.0,0.2024701873935264,1.62
418,30822,Großhofen,30822,,2282,,106,0.16981132075471697,0.4716981132075472,41.51,41.186,0.5094339622641509,125.3,0.18867924528301888,1.67
419,30824,Groß-Schweinbarth,30824,M,2221,,1313,0.0715917745620716,0.23533891850723535,42.81,44.094,0.5034272658035034,82.3,0.2338156892612338,1.73
420,30825,Haringsee,30825,,2286,,1170,0.07948717948717948,0.1794871794871795,44.76,41.903,0.49230769230769234,57.5,0.2264957264957265,1.64
421,30826,Hauskirchen,30826,,2184,2185,1283,0.04676539360872954,0.10600155884645363,45.7,41.347,0.4567420109119252,22.2,0.21356196414653156,1.63
422,30827,Hohenau an der March,30827,M,2273,,2757,0.06565107000362713,0.2310482408414944,46.38,41.454,0.40369967355821545,35.9,0.20747188973521943,1.68
423,30828,Hohenruppersdorf,30828,M,2223,,945,0.08888888888888889,0.2222222222222222,44.24,42.038,0.4931216931216931,31.4,0.21693121693121692,1.67
424,30829,Jedenspeigen,30829,M,2264,,1106,0.06600361663652803,0.12477396021699819,47.35,44.541,0.4511754068716094,35.9,0.23960216998191683,1.46
425,30830,Lassee,30830,M,2291,2293,2952,0.09518970189701897,0.30962059620596205,42.56,40.334,0.48848238482384826,112.9,0.19444444444444445,1.63
426,30831,Leopoldsdorf im Marchfelde,30831,M,2285,,2893,0.07604562737642585,0.32768752160387143,42.82,43.778,0.4849637054960249,144.4,0.2111994469408918,1.66
427,30834,Mannsdorf an der Donau,30834,,2304,,355,0.12112676056338029,0.6422535211267606,45.87,43.494,0.5521126760563381,57.5,0.22253521126760564,1.59
428,30835,Marchegg,30835,ST,2293,2294,2988,0.06994645247657295,0.18340026773761714,44.31,39.899,0.42001338688085676,67.2,0.20247657295850066,1.71
429,30836,Markgrafneusiedl,30836,,2282,,892,0.09080717488789238,0.5739910313901345,44.45,40.711,0.5414798206278026,125.3,0.21076233183856502,1.52
430,30838,Matzen-Raggendorf,30838,M,2243,2215 2223,2785,0.05529622980251347,0.16265709156193897,43.16,43.339,0.4631956912028725,70.5,0.22477558348294435,1.62
431,30841,Neusiedl an der Zaya,30841,M,2183,,1230,0.07804878048780488,0.22276422764227644,46.48,39.731,0.44634146341463415,22.2,0.216260162601626,1.62
432,30842,Obersiebenbrunn,30842,M,2283,,1750,0.076,0.3382857142857143,43.13,44.024,0.4794285714285714,125.3,0.21828571428571428,1.64
433,30844,Orth an der Donau,30844,M,2304,,2173,0.08559595029912563,0.6424298205246204,45.41,43.138,0.4450069028992177,132.3,0.18039576622181316,1.6
434,30845,Palterndorf-Dobermannsdorf,30845,M,2181,2182,1341,0.06263982102908278,0.14988814317673377,45.76,40.232,0.43102162565249813,22.2,0.2214765100671141,1.57
435,30846,Parbasdorf,30846,,2232,,173,0.1791907514450867,0.3179190751445087,40.31,43.326,0.5202312138728323,125.3,0.21965317919075145,1.85
436,30848,Prottes,30848,M,2242,,1452,0.06473829201101929,0.18801652892561985,43.79,44.857,0.47451790633608815,70.8,0.22038567493112948,1.59
437,30849,Raasdorf,30849,,2281,,665,0.12330827067669173,0.7759398496240602,43.08,40.7,0.530827067669173,238.8,0.21954887218045113,1.67
438,30850,Ringelsdorf-Niederabsdorf,30850,M,2272,,1234,0.05834683954619125,0.1547811993517018,47.08,41.127,0.4651539708265802,35.9,0.23419773095623986,1.63
439,30852,Schönkirchen-Reyersdorf,30852,M,2241,,1983,0.06253151790216843,0.13716591023701463,44.16,45.073,0.4694906707009581,108.9,0.23197175995965708,1.62
440,30854,Spannberg,30854,M,2244,,987,0.07598784194528875,0.2634245187436677,43.97,41.142,0.49442755825734547,31.4,0.23302938196555217,1.72
441,30856,Strasshof an der Nordbahn,30856,M,2231,,11085,0.05872801082543978,0.17717636445647272,41.32,44.692,0.4543076229138475,225.6,0.20649526387009473,1.65
442,30857,Sulz im Weinviertel,30857,M,2224,,1201,0.08159866777685262,0.23980016652789343,46.63,41.325,0.5045795170691091,31.4,0.23230641132389676,1.55
443,30858,Untersiebenbrunn,30858,,2284,,1768,0.0673076923076923,0.24377828054298642,43.02,44.033,0.5186651583710408,125.3,0.22058823529411764,1.63
444,30859,Velm-Götzendorf,30859,,2245,,765,0.07712418300653595,0.14640522875816994,46.64,40.585,0.4496732026143791,32.2,0.23921568627450981,1.61
445,30860,Weikendorf,30860,M,2253,,2042,0.07443682664054849,0.1503428011753183,44.21,46.626,0.45592556317335947,75.7,0.22086190009794318,1.67
446,30863,Zistersdorf,30863,ST,2225,,5356,0.07748319641523525,0.32150858849887975,47.14,41.568,0.457244212098581,36.1,0.2190067214339059,1.61
447,30865,Weiden an der March,30865,,2295,,985,0.12487309644670051,0.3269035532994924,44.93,40.426,0.5065989847715736,75.7,0.2152284263959391,1.67
448,30902,Amaliendorf-Aalfang,30902,M,3872,3860,1078,0.0575139146567718,0.23191094619666047,45.92,39.166,0.48608534322820035,22.0,0.21521335807050093,1.63
449,30903,Brand-Nagelberg,30903,M,3871,3873,1485,0.06666666666666667,0.1771043771043771,49.28,38.343,0.4727272727272727,22.0,0.2228956228956229,1.5
450,30904,Eggern,30904,M,3861,3860,668,0.07934131736526946,0.15718562874251496,45.23,37.044,0.4940119760479042,22.0,0.19011976047904192,1.71
451,30906,Eisgarn,30906,M,3862,,681,0.09691629955947137,0.19823788546255505,46.47,39.676,0.4552129221732746,22.0,0.2305433186490455,1.55
452,30908,Gmünd,30908,ST,3950,3871,5238,0.12199312714776632,1.0652920962199313,47.44,39.967,0.43108056510118364,38.4,0.1972126765941199,1.62
453,30909,Großdietmanns,30909,M,3950,3961 3962,2205,0.07528344671201814,0.15873015873015872,45.49,36.488,0.508390022675737,18.8,0.23401360544217686,1.55
454,30910,Bad Großpertholz,30910,M,3972,3922 3973,1308,0.10932721712538226,0.33409785932721714,47.22,36.517,0.4793577981651376,15.0,0.2217125382262997,1.68
455,30912,Großschönau,30912,M,3922,3923,1221,0.12530712530712532,0.32678132678132676,42.74,35.983,0.5126945126945127,24.0,0.2244062244062244,1.79
456,30913,Moorbad Harbach,30913,,3970,3971,721,0.11511789181692095,0.8862690707350902,44.64,36.682,0.4895977808599168,15.0,0.21081830790568654,1.79
457,30915,Haugschlag,30915,,3874,,475,0.10526315789473684,0.24210526315789474,47.21,34.535,0.43157894736842106,22.0,0.2231578947368421,1.72
458,30916,Heidenreichstein,30916,ST,3860,3834 3873,3882,0.08629572385368367,0.4613601236476043,48.6,37.064,0.4381761978361669,22.0,0.21148892323544566,1.56
459,30917,Hirschbach,30917,M,3942,,586,0.06313993174061433,0.12627986348122866,44.87,38.452,0.537542662116041,13.2,0.23208191126279865,1.51
460,30920,Hoheneich,30920,M,3945,,1389,0.05759539236861051,0.22174226061915048,48.41,41.314,0.45932325413966885,18.8,0.23470122390208784,1.55
461,30921,Kirchberg am Walde,30921,M,3932,,1305,0.09195402298850575,0.23601532567049807,45.49,34.607,0.4781609195402299,13.2,0.22452107279693487,1.73
462,30925,Litschau,30925,ST,3874,3873,2192,0.09945255474452555,0.3594890510948905,51.16,37.606,0.4356751824817518,22.0,0.19114963503649635,1.56
463,30929,Reingers,30929,,3863,3874,616,0.10876623376623376,0.26785714285714285,46.56,35.856,0.551948051948052,22.0,0.21428571428571427,1.68
464,30932,St. Martin,30932,M,3971,3970 3972,1074,0.11173184357541899,0.24022346368715083,45.58,35.059,0.521415270018622,8.0,0.2271880819366853,1.71
465,30935,Schrems,30935,ST,3943,3872 3944,5356,0.06553398058252427,0.630134428678118,47.17,37.922,0.45108289768483945,22.0,0.21564600448095594,1.59
466,30939,Unserfrau-Altweitra,30939,,3970,3962,988,0.11538461538461539,0.2823886639676113,44.25,35.921,0.5161943319838057,24.0,0.23279352226720648,1.75
467,30940,Waldenstein,30940,,3961,3945,1178,0.08488964346349745,0.14176570458404075,42.82,37.048,0.5696095076400679,18.8,0.22495755517826826,1.71
468,30942,Weitra,30942,ST,3970,,2629,0.11220996576645112,0.504374286801065,47.73,38.6,0.47166222898440474,24.0,0.21681247622670216,1.65
469,31001,Alberndorf im Pulkautal,31001,,2054,,745,0.07248322147651007,0.15704697986577182,45.89,38.676,0.4671140939597315,12.5,0.20671140939597316,1.53
470,31008,Göllersdorf,31008,M,2013,,3112,0.08065552699228792,0.33129820051413883,44.65,42.352,0.4839331619537275,56.0,0.20308483290488433,1.63
471,31009,Grabern,31009,M,2020,2042,1734,0.06805074971164937,0.14878892733564014,41.35,39.346,0.4826989619377163,21.1,0.2116493656286044,1.66
472,31014,Guntersdorf,31014,M,2042,,1156,0.09515570934256055,0.2577854671280277,44.99,37.586,0.5060553633217993,21.1,0.21453287197231835,1.69
473,31015,Hadres,31015,M,2061,,1703,0.08162066940692896,0.22724603640634175,46.66,39.895,0.47798003523194366,12.5,0.21374045801526717,1.61
474,31016,Hardegg,31016,ST,2083,2081 2082 2092,1309,0.0985485103132162,0.27960275019098546,48.46,38.056,0.4644766997708174,13.4,0.22994652406417113,1.61
475,31018,Haugsdorf,31018,M,2054,2053,1597,0.09517845961177207,0.28240450845335,47.48,38.037,0.3976205385097057,12.5,0.2047589229805886,1.62
476,31019,Heldenberg,31019,,3704,3701 3710,1389,0.07991360691144708,0.15190784737221022,42.01,42.329,0.4895608351331893,37.2,0.2087832973362131,1.59
477,31021,Hohenwarth-Mühlbach a.M.,31021,M,3472,3473 3711,1320,0.08636363636363636,0.2037878787878788,46.65,37.694,0.46515151515151515,17.3,0.21742424242424244,1.57
478,31022,Hollabrunn,31022,ST,2020,2014 2031 2032,11944,0.0910080375083724,0.5656396517079705,44.42,43.611,0.4655056932350971,73.8,0.19457468184862692,1.58
479,31025,Mailberg,31025,M,2024,,580,0.09482758620689655,0.2775862068965517,47.62,36.565,0.4379310344827586,12.5,0.18620689655172415,1.58
480,31026,Maissau,31026,ST,3712,3713 3721,1938,0.08410732714138287,0.30030959752321984,46.7,43.107,0.5020639834881321,25.3,0.21878224974200206,1.49
481,31028,Nappersdorf-Kammersdorf,31028,M,2033,2023,1202,0.0973377703826955,0.19384359400998336,48.29,39.0,0.49916805324459235,18.4,0.24126455906821964,1.65
482,31033,Pernersdorf,31033,M,2052,2053,1040,0.0673076923076923,0.1596153846153846,45.99,38.607,0.4442307692307692,12.5,0.19903846153846153,1.65
483,31035,Pulkau,31035,ST,3741,3742,1506,0.10889774236387782,0.31673306772908366,47.07,41.27,0.4535192563081009,18.7,0.21115537848605578,1.69
484,31036,Ravelsbach,31036,M,3720,,1631,0.07970570202329859,0.23359901900674432,46.18,39.332,0.48865726548129984,25.3,0.19865113427345188,1.51
485,31037,Retz,31037,ST,2070,2074 2081,4240,0.09858490566037736,0.5469339622641509,47.42,40.073,0.4403301886792453,51.6,0.1830188679245283,1.63
486,31038,Retzbach,31038,,2074,2070,1012,0.10375494071146245,0.23122529644268774,47.42,37.901,0.44367588932806323,13.4,0.20652173913043478,1.61
487,31041,Schrattenthal,31041,ST,2073,,894,0.116331096196868,0.21140939597315436,45.78,37.956,0.46420581655480986,13.4,0.19015659955257272,1.62
488,31042,Seefeld-Kadolz,31042,M,2062,,982,0.059063136456211814,0.17515274949083504,48.47,37.254,0.3859470468431772,12.5,0.20977596741344195,1.48
489,31043,Sitzendorf an der Schmida,31043,M,3714,3710 3721,2143,0.1026598226784881,0.25711619225384974,46.3,39.775,0.4979001399906673,21.1,0.22631824545030332,1.65
490,31051,Wullersdorf,31051,M,2041,2022 2023 2042,2386,0.09555741827326068,0.24727577535624476,44.56,38.928,0.4844928751047779,18.4,0.21584241408214586,1.55
491,31052,Zellerndorf,31052,M,2051,2073,2424,0.08333333333333333,0.2330858085808581,46.2,41.393,0.4822607260726073,12.5,0.22153465346534654,1.6
492,31053,Ziersdorf,31053,M,3710,3711,3345,0.07503736920777279,0.22600896860986547,44.81,42.73,0.5094170403587444,44.4,0.21823617339312407,1.65
493,31101,Altenburg,31101,,3591,,801,0.07990012484394507,0.22846441947565543,43.62,37.15,0.5031210986267166,32.3,0.20848938826466917,1.86
494,31102,Brunn an der Wild,31102,,3595,,844,0.12322274881516587,0.4585308056872038,44.53,35.017,0.514218009478673,13.5,0.22867298578199052,1.58
495,31103,Burgschleinitz-Kühnring,31103,M,3730,3713,1337,0.10396409872849663,0.2475691847419596,44.93,37.079,0.5115931189229619,18.7,0.2206432311144353,1.67
496,31104,Drosendorf-Zissersdorf,31104,ST,2095,2094,1207,0.15990057995028997,0.33057166528583265,48.43,36.934,0.4266777133388567,21.9,0.18227009113504558,1.6
497,31105,Eggenburg,31105,ST,3730,,3465,0.08831168831168831,0.6222222222222222,46.96,41.512,0.44617604617604617,45.8,0.20346320346320346,1.66
498,31106,Gars am Kamp,31106,M,3571,3573,3472,0.10627880184331798,0.46630184331797236,47.68,41.741,0.4913594470046083,58.3,0.2119815668202765,1.57
499,31107,Geras,31107,ST,2093,2094 3752 3753,1269,0.13002364066193853,0.45311268715524033,47.27,39.814,0.4980299448384555,21.9,0.23010244286840031,1.66
500,31109,Horn,31109,ST,3580,3751,6409,0.1391792791387112,0.9889218286784209,46.09,42.205,0.466999531908254,75.4,0.19113746294273679,1.6
501,31110,Irnfritz-Messern,31110,M,3754,3761,1433,0.10746685275645498,0.3007676203768318,43.35,35.245,0.4989532449406839,21.9,0.2135380321004885,1.71
502,31111,Japons,31111,M,3763,3814,710,0.12394366197183099,0.2267605633802817,45.6,35.487,0.49859154929577465,21.9,0.23943661971830985,1.72
503,31113,Langau,31113,M,2091,,686,0.09620991253644315,0.2099125364431487,49.43,37.081,0.4387755102040816,21.9,0.20116618075801748,1.67
504,31114,Meiseldorf,31114,,3744,3730 3751,861,0.08362369337979095,0.18815331010452963,46.08,41.091,0.5168408826945412,18.7,0.22531939605110338,1.77
505,31117,Pernegg,31117,M,3753,,705,0.11631205673758865,0.2950354609929078,44.86,35.362,0.5276595744680851,21.9,0.20709219858156028,1.68
506,31119,Röhrenbach,31119,,3592,3593,513,0.16374269005847952,0.2729044834307992,46.63,36.958,0.5185185185185185,13.5,0.24366471734892786,1.67
